raw_character_text,spoken_words
Bart Simpson,sorry dad women and children first
Bart Simpson,did you check the den
Bart Simpson,warm no cold colder ice cold
Bart Simpson,no im talking about your breakfast
Bart Simpson,did you try the rumpus room
Bart Simpson,well mom one of us has scarfed down more than enough cupcakes over the past three decades to keep him
Bart Simpson,oh yeah
Bart Simpson,food fight
Bart Simpson,in the red trunks with a record of forty-eight wins and no losses the undisputed champ of this house battling bart simpson whoopee whoo whoo whoo and in the lavender trunks with a record of zero wins and forty-eight defeats -- oh correction humiliating defeats -- all of them by knockout
Bart Simpson,homer the human punching bag simpson boo boo hiss
Bart Simpson,and homer is down three seconds folks -- a new record
Bart Simpson,yo chump you back again
Bart Simpson,i didnt do it nobody saw me do it theres no way they can prove anything
Bart Simpson,it isnt there must be some mistake
Bart Simpson,hey youre right this notes about lisa
Bart Simpson,gee homer looks like you got yourself a real problem on your hands
Bart Simpson,hey man i didnt do anything wrong
Bart Simpson,stupid homer thinks hes so big stupid homer stupid homer ill show him
Bart Simpson,enjoy your bath
Bart Simpson,oh too bad well i certainly had fun vacuuming maybe now ill get the pleasure of scrubbing your tub
Bart Simpson,hey dont say stuff like that about me to maggie shes on my side anyway
Bart Simpson,is too
Bart Simpson,is too
Bart Simpson,is too watch ill prove it maggie come to the one you love best
Bart Simpson,come on maggie the choice is obvious
Bart Simpson,exactly come to the one you love
Bart Simpson,gee dad youre really bad at this
Bart Simpson,put up your dukes homer
Bart Simpson,i am going easy on you but youre just so old and slow and weak and pathetic
Bart Simpson,aw come on ill cheer you up
Bart Simpson,me three what are we talking about
Bart Simpson,oh yeah easy
Bart Simpson,oh mom
Bart Simpson,dont make me say it i know the answer you know the answer he knows the answer lets just drop it okay
Bart Simpson,okey-dokey
Bart Simpson,hi man
Bart Simpson,is jacques there
Bart Simpson,jacques last name strap
Bart Simpson,wheres your sense of humor man
Bart Simpson,im going to knock you out one more time and thats it this is getting boring man
Bart Simpson,whoa
Bart Simpson,all right man you asked for it no more mr nice guy
Bart Simpson,wha the
Bart Simpson,youre right mom id just like to use this occasion to announce my retirement undefeated from the world of video boxing
Bleeding Gums Murphy,its a little tune that i call the i never had an italian suit blues
Bleeding Gums Murphy,now -- low b-flat
Bleeding Gums Murphy,okay lisa -- altissimo register
Bleeding Gums Murphy,very nice very nice i once ruptured myself doing that
Bleeding Gums Murphy,my friends call me bleeding gums
Bleeding Gums Murphy,well let me put it this way you ever been to the dentist
Bleeding Gums Murphy,not me i suppose i should go to one but i got enough pain in my life as it is
Bleeding Gums Murphy,well i cant help you kid im just a terrific horn player with tons of soul but i can jam with you
Bleeding Gums Murphy,oh im so lonely since my baby left me i got no money and nothing is free oh i been so lonely since the day i was born all i got is this rusty this rusty old horn
Bleeding Gums Murphy,you know you play pretty well for someone with no real problems
Bleeding Gums Murphy,the blues isnt about feeling better its about making other people feel worse and making a few bucks while youre at it which reminds me if youre ever in the neighborhood im playing at a little club called the jazz hole
Bleeding Gums Murphy,this next song was written by a friend of mine one of the great little ladies of jazz
Bleeding Gums Murphy,i got this bratty brother he bugs me every day and this mornin my own mother gave my last cupcake away my dad acts like he belongs he belongs in the zoo
Bleeding Gums Murphy,im the saddest kid in grade number two
Dewey Largo,what
Dewey Largo,all right class from the top one and two and three and
Dewey Largo,lisa
Dewey Largo,lisa simpson
Dewey Largo,lisa theres no room for crazy bebop in my country tis of thee
Dewey Largo,well thats all fine and good but lisa none of those unpleasant people are going to be at the recital next week
Dewey Largo,now class from the top five six seven
Dewey Largo,five minutes people five minutes now miss simpson i hope we wont have a repeat of yesterdays outburst of unbridled creativity
Dewey Largo,so thats where she gets it
