raw_character_text,spoken_words
Bart Simpson,ill pay how much
Bart Simpson,come on mom
Bart Simpson,as in this game is stup-id
Bart Simpson,my turn kwyjibo k-w-y-j-i-b-o
Bart Simpson,twenty-two points plus triple word score plus fifty points for using all my letters games over im outta here
Bart Simpson,kwyjibo uh a big dumb balding
Bart Simpson,north american ape with no chin
Bart Simpson,uh-oh kwyjibo on the loose
Bart Simpson,yikes
Bart Simpson,same time same place
Bart Simpson,eat my shorts
Bart Simpson,at seven-thirty am an express train traveling sixty miles an hour leaves santa fe bound for phoenix five hundred and twenty miles away
Bart Simpson,at the same time a local train traveling thirty miles an hour and carrying forty passengers leaves phoenix bound for santa fe
Bart Simpson,its eight cars long and always carries the same number of passengers in each car
Bart Simpson,an hour later a number of passengers equal to half the number of minutes past the hour get off but three times as many plus six get on
Bart Simpson,oof
Bart Simpson,at the second stop half the passengers plus two get off but twice as many get on as got on at the first stop
Bart Simpson,i dont have a ticket
Bart Simpson,yaaaaahhh
Bart Simpson,oh you bet
Bart Simpson,all the time sir
Bart Simpson,wow its like youre readin my mind man
Bart Simpson,sign me up doc
Bart Simpson,aw come on mom
Bart Simpson,no way
Bart Simpson,youre stifling my creativity dad
Bart Simpson,maybe so but from now on this dimwit is on easy street
Bart Simpson,no rush dad take the scenic route
Bart Simpson,oh no ties
Bart Simpson,thanks dad
Bart Simpson,you kissed me
Bart Simpson,what should i read maam
Bart Simpson,ohhh
Bart Simpson,what
Bart Simpson,whats your problem
Bart Simpson,cool hamsters what are their names
Bart Simpson,hi lil control hamster
Bart Simpson,oh mom not tonight
Bart Simpson,well youre damned if you do and youre damned if you dont
Bart Simpson,whew
Bart Simpson,well okay
Bart Simpson,well all right
Bart Simpson,save your breath
Bart Simpson,os-os
Bart Simpson,thats backwards for so-so
Bart Simpson,all righty
Bart Simpson,hey lees keep an eye out for the guy with the peanuts
Bart Simpson,toreador oh dont spit on the floor please use the cuspidor thats what its for
Bart Simpson,no way a bull is gonna miss a target that big man
Bart Simpson,it aint over till the fat lady sings
Bart Simpson,oh yeah
Bart Simpson,hey guys great to see ya
Bart Simpson,the what
Bart Simpson,oh no
Bart Simpson,um look dad i got something to tell you
Bart Simpson,all right homer come on baby right across the plate -- lemme feel the wind
Bart Simpson,whoa strike two two and two
Bart Simpson,dont worry homeboy youre not that fast
Bart Simpson,whoa yeah strike three youre outta there
Bart Simpson,uh nothin pop
Bart Simpson,well its really pretty top secret maam
Bart Simpson,course i do
Bart Simpson,sorry
Bart Simpson,lord no
Bart Simpson,i want to go back to my old class
Bart Simpson,yeah well you know kinda but i was thinking i could go undercover
Bart Simpson,well i could pretend im a regular dumb kid you know to study them and all the stuff they do with each other you know see what makes them tick
Bart Simpson,yeah
Bart Simpson,proposal
Bart Simpson,gotcha man
Bart Simpson,my proposal by bart simpson i want to pretend i am a regular dumb kid period by this i hope oh no for this i will um require aw man
Bart Simpson,my confession by bart simpson i am a regular dumb kid period i cheated on my intelligence test period
Bart Simpson,i had a little accident in chemistry today
Bart Simpson,dad i gotta tell you something hope you wont be too mad
Bart Simpson,im not a genius dad
Bart Simpson,i cheated on the intelligence test im sorry but i just want to say that the past few weeks have been great me and you have done stuff together youve helped me out with things and were closer than weve ever been i love you dad and i think if something can bring us that close it cant possibly be bad
Bart Simpson,wuh-oh
Bart Simpson,yaaaaaaaaaaaah
Bart Simpson,i can try
Bart Simpson,no way man
Bart Simpson,do you think im dumb enough to fall for that im insulted
Calvin,tell you what bart ill trade you the weight of a bowling ball on the eighth moon of jupiter from my lunch for the weight of a feather on the second moon of neptune from your lunch
Calvin,there you go
Calvin,yes not very bright at all
Cecile Shapiro,hi bart
Cecile Shapiro,hamster number one has been infected with a staphylococci virus hamster number two is the control hamster
Cecile Shapiro,if you want peace you must prepare for war
Conductor,ticket please
Conductor,come with me boy
Conductor,weve got a stowaway sir
Dr. J. Loren Pyror,oh on the contrary i have some very exciting news for all of us this aptitude test we administered this morning has revealed that young bart here is what we call a gifted child
Dr. J. Loren Pyror,your son is a genius mr simpson
Dr. J. Loren Pyror,no no were quite certain the child is not supposed to know his own iq of course but uh you can see its beyond the range of any doubt
Dr. J. Loren Pyror,uh no you have it upside down its two hundred and sixteen
Dr. J. Loren Pyror,thats still amazingly high
Dr. J. Loren Pyror,tell me bart are you ever bored in school
Dr. J. Loren Pyror,um-hmmm ever feel a little frustrated
Dr. J. Loren Pyror,uh-huh do you ever dream of leaving your class to pursue your own intellectual development on an independent basis
Dr. J. Loren Pyror,a-ha you see when a child with barts intellect is forced to slow down to the pace of a normal person hes probably going to lash out in ways like these
Dr. J. Loren Pyror,no no i think we should move him to another school
Dr. J. Loren Pyror,bart wed like you to try a kind of school that doesnt rely on grades and rules and bells and buzzers a school without walls where you do as much or as little of the assignments as you feel you need to does that sound good bart
Dr. J. Loren Pyror,excellent were all set then heres all the information you need show up around nine-ish mr and mrs simpson congratulations once again
Dr. J. Loren Pyror,well genius-level intelligence is usually the result of heredity and environment
Dr. J. Loren Pyror,uh although in some cases its a total mystery
Dr. J. Loren Pyror,now bart we want to emphasize that nobodys angry about this were were just concerned when a young man with a two hundred sixteen iq cant make a simple experiment work well it doesnt take a bart simpson to figure out that somethings wrong tell me is the class moving too slowly for you
Dr. J. Loren Pyror,well then what can we do to make you happy
Dr. J. Loren Pyror,oh but bart dont you remember the boredom the ennui the intellectual malaise
Dr. J. Loren Pyror,undercover bart im intrigued go on
