raw_character_text,spoken_words
Apu Nahasapeemapetilon,hello steady customer how are you this evening sir
Apu Nahasapeemapetilon,whats the matter sir never have i seen you look so unhappy while purchasing such a large quantity of ice cream
Apu Nahasapeemapetilon,yes yes i know the procedure for armed robbery i do work in a convenience store you know
Apu Nahasapeemapetilon,you can emerge now from my chips the opportunity to prove yourself a hero is long gone
Apu Nahasapeemapetilon,okay okay dont try anything funny im armed to the teeth
Apu Nahasapeemapetilon,hey hey this is not a lending library if youre not going to buy that thing put it down or ill blow your heads off
Bart Simpson,youre doomed sideshow bob
Bart Simpson,comedy thy name is krusty
Bart Simpson,we dont expect you to mom
Bart Simpson,aye carumba
Bart Simpson,oh you mean krusty the clown
Bart Simpson,are you kidding hes my idol ive based my whole life on krustys teachings
Bart Simpson,krusty
Bart Simpson,oh oh krusty how could you
Bart Simpson,thanks krusty
Bart Simpson,i wish i could believe you
Bart Simpson,look at him his clothes are so drab
Bart Simpson,and his feet theyre so small
Bart Simpson,say it aint so krusty
Bart Simpson,dont do it dad please dont do it
Bart Simpson,hes innocent i tell you krusty would never do something like that ah come on dad you gotta listen to me
Bart Simpson,oh man
Bart Simpson,but dad youre giving in to mob mentality
Bart Simpson,so
Bart Simpson,what the hell are you doing lis
Bart Simpson,you backstabber you traitor you
Bart Simpson,look lisa i know krustys innocent dont ask me why its just a feeling i have
Bart Simpson,come on lisa i think i can prove krustys innocent but i need your help
Bart Simpson,oh come on lis you know why
Bart Simpson,ill never forgive you for making me say this but youre smarter than me
Bart Simpson,so you with me
Bart Simpson,so i dont have a pacemaker
Bart Simpson,ah ha
Bart Simpson,okay okay so the poor guy cant read cant we get off his back already
Bart Simpson,i dont know but i know someone who would krustys best friend in the whole world sideshow bob
Bart Simpson,sideshow bob can we ask you a few--
Bart Simpson,well okay but
Bart Simpson,about a zillionth as much as i love krusty
Bart Simpson,bart simpson sir
Bart Simpson,i dont think so sir
Bart Simpson,true sideshow bob but that doesnt bother me you see my sisters and i have been doing a little investigating and it looks to us like krusty was framed
Bart Simpson,well the videotape showed that the thief used the microwave oven at the kwik-e-mart but krusty couldnt go near the thing not with his pacemaker
Bart Simpson,well maybe but get this krusty was illiterate and the guy who robbed the store was reading the springfield review of books
Bart Simpson,yeah i guess those are kinda funny
Bart Simpson,and shot you out of a cannon
Bart Simpson,wait a minute you did it
Bart Simpson,attention fellow children krusty didnt rob that store sideshow bob framed him and i got proof
Bart Simpson,see that krusty wore big floppy shoes but hes got little feet like all good-hearted people
Bart Simpson,sideshow bob really fills his shoe with big ugly feet
Bart Simpson,take him away boys
Bart Simpson,yes sir
Chief Wiggum,krusty the clown you are under arrest for armed robbery you have the right to remain silent anything you say blah blah blah blah blah blah blah blah blah
Chief Wiggum,ready mr simpson
Chief Wiggum,send in the clowns
Chief Wiggum,so simpson which one is it
Chief Wiggum,no no which one is the robber
Chief Wiggum,simpson
Chief Wiggum,get off your duffs boys get down to that studio
Chief Wiggum,well we made a terrible terrible mistake uh wont happen again
District Attorney,i would like to call to the stand homer j simpson
District Attorney,mr simpson was that you taking that cowardly dive into that display of heavily-salted snack treats
District Attorney,hmmm hmmm do you recognize the gunman in this courtroom today
District Attorney,fine would you point him out to us
District Attorney,let the record show that the witness eventually pointed to krusty the clown
District Attorney,krusty would you please turn your attention to exhibit b and tell me what you see
District Attorney,the one with the big b on it
District Attorney,whats the matter cant you read
District Attorney,all right all right see this krusty this is a b and this is exhibit b betting slips obtained by this court indicating you have lost substantial sums of money on sports gambling --
District Attorney,yes it is
Eddie,how do you figure we missed that
Homer Simpson,yello
Homer Simpson,oooh premium -- wait a minute why
Homer Simpson,how you doin apu
Homer Simpson,mmm chocolate oooh double chocolate new flavor triple chocolate
Homer Simpson,perhaps a little something for the trip back to the cash register
Homer Simpson,the reason i look unhappy is that tonight i have to see a slide show starring my wifes sisters -- or as i call them the gruesome twosome
Homer Simpson,sorry pal
Homer Simpson,and he had a big nose
Homer Simpson,no bigger and big red hair that came out to yeah yeah like that
Homer Simpson,yeah wait a minute its the guy from tv my kids hero cruddy crummy krusty the clown
Homer Simpson,well uh m-maybe you better run off to bed
Homer Simpson,yes sir
Homer Simpson,well if the crime is making me laugh theyre all guilty
Homer Simpson,oh definitely number heh heh
Homer Simpson,four
Homer Simpson,im home everybody
Homer Simpson,oh fantastic marge youre never gonna believe what happened i was down at the kwik-e-mart minding my own business when oooh oooh ooh the news
Homer Simpson,wait a minute bart -- you know that guy on your lunch box
Homer Simpson,hes sort of a hero of yours isnt he
Homer Simpson,the reason i look unhappy is that tonight i have to see a slide show starring my wifes sisters -- or as i call them the gruesome twosome
Homer Simpson,earth to marge earth to marge i was there the clowns g-i-l-l -t-y
Homer Simpson,sorry son youll understand one day
Homer Simpson,yes sir
Homer Simpson,yes i do
Homer Simpson,okay
Homer Simpson,no im not im hopping on the bandwagon now come on son get with the winning team
Homer Simpson,krusty im man enough to admit i was wrong and im sorry i fingered you in court i sincerely hope that the horrible stories i heard about what goes on in prison are exaggerated
Judge Snyder,krusty the clown how do you plead
Judge Snyder,can it be that the champion of child literacy cant even read himself
Judge Snyder,foreperson have you reached a verdict
Kent Brockman,good evening again springfield krusty the clown the beloved idol of countless tots now nothing more than a common alleged criminal his trial which begins tomorrow has taken center ring in a national media circus as children of all ages from eight to eighty hang on each new development like so many rumanian trapeze artists
Kent Brockman,from his humble beginnings as a street mime in tupelo mississippi
Kent Brockman,krusty clowned his way to the top of a personal mini-empire --
Kent Brockman,-- with dozens of endorsements including his own line of pork products this may have led to one of televisions best-loved bloopers -- krustys near fatal on-the-air heart attack in 1986
Kent Brockman,but a quick triple bypass and a pacemaker later krusty bounced back however he was a changed clown where his show had been condemned by parents and educators alike as simple-minded tv mayhem
Kent Brockman,this new krusty devoted a small portion of every show to stamping out illiteracy in todays anything-for-a- thrill youth
Kent Brockman,krustys arrest has sent shock waves through springfield packing its churches synagogues and mosques with disillusioned citizenry from all walks of life
Kent Brockman,so is krusty the clown about to trade in his baggy pants for the relatively snug uniform of springfield penitentiary well find out tomorrow when his trial begins
Krusty the Clown,hey kids who do you love
Krusty the Clown,how much do you love me
Krusty the Clown,what would you do if i went off the air
Krusty the Clown,whats that sideshow bob this is brittany and todays her birthday
Krusty the Clown,well happy birthday brittany how do you want to celebrate do you want me to sing you a birthday song
Krusty the Clown,or do you want me to shoot sideshow bob out of a cannon
Krusty the Clown,sorry sideshow bob but its her special birthday wish
Krusty the Clown,i know we havent had much luck shooting you out of this cannon but maybe thats because we havent used enough gun powder
Krusty the Clown,brittany do the honors
Krusty the Clown,dont blame me --
Krusty the Clown,hey kids its time for itchy and scratchy
Krusty the Clown,ow my foot you lousy stupid clumsy
Krusty the Clown,hand over all your money in a paper bag
Krusty the Clown,aaaaah
Krusty the Clown,hey hey whats going on here
Krusty the Clown,what is this a joke
Krusty the Clown,hand over all your money in a paper bag
Krusty the Clown,youre my best friend
Krusty the Clown,buy my cereal
Krusty the Clown,buy my cereal
Krusty the Clown,i didnt do it
Krusty the Clown,wasnt that a great itchy and scratchy cartoon kids well weve got another one coming right up but first i got a hankerin for some pork products
Krusty the Clown,mmmm look plump succulent sausage honey-smoked bacon and glistening sizzling
Krusty the Clown,im dying im dying
Krusty the Clown,give a hoot read a book
Krusty the Clown,i didnt do it
Krusty the Clown,i plead guilty your honor
Krusty the Clown,uh i mean not guilty opening night jitters your honor
Krusty the Clown,which one do you mean
Krusty the Clown,uh uh
Krusty the Clown,no i cant i cant read or write i admit it im totally illiterate now are you happy
Krusty the Clown,is it a crime to be illiterate
Krusty the Clown,is it a crime to bet on sporting events
Krusty the Clown,oh
Krusty the Clown,it better not you dimwit
Krusty the Clown,well the important thing is that i regained the trust of the children but there was one boy who trusted me all along bart
Krusty the Clown,thank you
Lisa Simpson,hi sideshow bob
Lisa Simpson,with all our hearts
Lisa Simpson,wed kill ourselves
Lisa Simpson,the cannon the cannon the cannon the cannon
Lisa Simpson,i didnt do it
Lisa Simpson,if cartoons were meant for adults theyd put them on in prime time
Lisa Simpson,oh no
Lisa Simpson,his face is so flesh-colored and sad
Lisa Simpson,im watching sideshow bob you know hes a lot less patronizing than krusty used to be
Lisa Simpson,snap out of it bart face the facts all those hours we spent staring at krusty we were staring at a crook
Lisa Simpson,oh bart
Lisa Simpson,you do why
Lisa Simpson,no why
Lisa Simpson,yeah man
